"Suitable age range: 
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/542-karaoke-friday-night"
"20 for those that want to make their own board, free to observe
Suitable age range: 12+, younger participants welcome if they can do focused work for 2 hours at a time
Attendees should bring: no equipment needed

Link: https://www.emfcamp.org/schedule/2024/192-surface-mount-electronics-assembly-for-terrified-beginners"
"Suitable age range: 12+
Attendees should bring: Small sharp scissors would be helpful for cutting thread - a Swiss Army Knife would be perfect as it can be carried safely.

Link: https://www.emfcamp.org/schedule/2024/464-introduction-to-leatherwork"
"20 for those that want to make their own board, free to observe
Suitable age range: 12+, younger participants welcome if they can do focused work for 2 hours at a time
Attendees should bring: no equipment needed

Link: https://www.emfcamp.org/schedule/2024/663-surface-mount-electronics-assembly-for-terrified-beginners"
"30 GBP (plus optional 5 GBP for USB-Serial Cable for programming)
Suitable age range: 10-100
Attendees should bring: optional: laptop

Link: https://www.emfcamp.org/schedule/2024/167-digital-music-synthesis-solder-workshop"
"Before & after online surveys so I can assess the effects. No monetary payment required (though donations welcome).
Suitable age range: 15+ (if <18, come with responsible adult)
Attendees should bring: Bring your own full coverage sleep mask / blindfold if you can. I'll have ones you can use, but I can't resanitise them during camp.

Link: https://www.emfcamp.org/schedule/2024/454-sense-without-sight-blind-navigation-hands-on-workshop"
"£70
Suitable age range: 18 plus
Attendees should bring: A device with Telegram installed. I would link people to the instructions too encase they find my Irish accent hard to understand.

Link: https://www.emfcamp.org/schedule/2024/61-build-your-own-satellite-ground-station"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/609-mathsjam"
"Suitable age range: 6+ with adult assistants
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/326-pysanka-ukrainian-easter-egg-decorating"
"Suitable age range: 11+
Attendees should bring: Laptop

Link: https://www.emfcamp.org/schedule/2024/56-art-with-character-s-make-your-own-ascii-art-with-python"
"35 GBP
Suitable age range: 10-100
Attendees should bring: optional: laptop

Link: https://www.emfcamp.org/schedule/2024/137-arduino-for-total-newbies-workshop"
"£5
Suitable age range: 7+
Attendees should bring: Nothing

Link: https://www.emfcamp.org/schedule/2024/562-solder-some-solar"
"£55
Suitable age range: 12 years or older. (Under 16s should be accompanied by an adult)
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/261-build-your-own-z80-retro-computer-kit"
"Free
Suitable age range: Ages 7 and up (children under 11 should bring an adult to help them out)
Attendees should bring: Laptops. Optional: micro-USB cable, micro:bit

Link: https://www.emfcamp.org/schedule/2024/48-make-a-ticklish-robot"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/572-arcade-quiet-time"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/573-arcade-quiet-time"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/574-arcade-quiet-time"
"Suitable age range: 10+
Attendees should bring: None

Link: https://www.emfcamp.org/schedule/2024/654-dome-building-drop-in"
"Suitable age range: 12+
Attendees should bring: Musical instrument if they want to bring their own

Link: https://www.emfcamp.org/schedule/2024/519-musical-jam-garden-1"
"Suitable age range: All ages
Attendees should bring: Colourful embroidery floss provided. Feel free to bring some more if you have any, or to bring a different material like paracord if you want to make a chunkier bracelet.

Link: https://www.emfcamp.org/schedule/2024/575-making-friendship-bracelets-drop-in-session"
"Suitable age range: All ages
Attendees should bring: You don't have to bring a game, but if you do, then so the better!

Link: https://www.emfcamp.org/schedule/2024/578-board-games"
"Suitable age range: All ages
Attendees should bring: You don't have to bring a game, but if you do, then so the better!

Link: https://www.emfcamp.org/schedule/2024/577-board-games"
"Suitable age range: All ages
Attendees should bring: Your wallet!

Link: https://www.emfcamp.org/schedule/2024/648-maths-village-pop-up-shop"
"Suitable age range: All ages
Attendees should bring: Your wallet!

Link: https://www.emfcamp.org/schedule/2024/649-maths-village-pop-up-shop"
"Suitable age range: 12+
Attendees should bring: None

Link: https://www.emfcamp.org/schedule/2024/650-maths-busking-workshop"
"Suitable age range: 11+
Attendees should bring: None

Link: https://www.emfcamp.org/schedule/2024/644-circle-theorem-badge-making-workshop"
"Suitable age range: 10+
Attendees should bring: None

Link: https://www.emfcamp.org/schedule/2024/645-dome-building-drop-in"
"Suitable age range: All ages
Attendees should bring: Your wallet!

Link: https://www.emfcamp.org/schedule/2024/646-maths-village-pop-up-shop"
"Suitable age range: All ages
Attendees should bring: Your wallet!

Link: https://www.emfcamp.org/schedule/2024/655-maths-village-pop-up-shop"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/118-hex-allen-and-the-clanksmiths-read-aloud"
"Suitable age range: All ages
Attendees should bring: None

Link: https://www.emfcamp.org/schedule/2024/580-lockpicking"
"Free!
Suitable age range: 12+
Attendees should bring: Laptop if developing a digital game

Link: https://www.emfcamp.org/schedule/2024/353-game-jam"
"Suitable age range: All ages
Attendees should bring: None

Link: https://www.emfcamp.org/schedule/2024/651-mathematical-face-painting"
"Suitable age range: All ages
Attendees should bring: Your wallet!

Link: https://www.emfcamp.org/schedule/2024/652-maths-village-pop-up-shop"
"Free!
Suitable age range: All ages
Attendees should bring: A laptop if presenting

Link: https://www.emfcamp.org/schedule/2024/559-game-jam-show-and-tell"
"Suitable age range: All ages
Attendees should bring: None

Link: https://www.emfcamp.org/schedule/2024/581-lockpicking"
"Suitable age range: 10+
Attendees should bring: None

Link: https://www.emfcamp.org/schedule/2024/653-binary-keyrings-drop-in"
"none
Suitable age range: 7-13
Attendees should bring: none

Link: https://www.emfcamp.org/schedule/2024/245-lego-skyscraper-scramble"
"Suitable age range: 11+
Attendees should bring: You will need a laptop or tablet; no prior download/installation is needed as GeoGebra also has an in-browser version!

Link: https://www.emfcamp.org/schedule/2024/643-geogebra-art-workshop"
"Suitable age range: Aimed at adults, but supervised kids welcome.
Attendees should bring: If you have articles that need mending, bring those, else just bring your curiosity.

Link: https://www.emfcamp.org/schedule/2024/585-repairing-clothing-with-patches-drop-in"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/657-eversong-demo"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/658-keeping-on-track-demo"
"Suitable age range: Any age
Attendees should bring: Something to write with and on (pen and paper)

Link: https://www.emfcamp.org/schedule/2024/270-lets-make-a-tech-speaker-out-of-you"
"Suitable age range: All ages
Attendees should bring: laptop, loaded with KiCad 7 or 8

Link: https://www.emfcamp.org/schedule/2024/660-script-your-way-to-circuit-boards-with-circuitpainter"
"Nothing - these materials are very cheap!
Suitable age range: 6 (with parent’s help) to 96!
Attendees should bring: Colouring pens / pencils plus spare scissors (or craft knives with adult supervision) would be very welcome

Link: https://www.emfcamp.org/schedule/2024/65-light-up-pop-up-cards-and-other-paper-creations"
"Suitable age range: 10+
Attendees should bring: None

Link: https://www.emfcamp.org/schedule/2024/647-origami-icosahedra"
"Depends on which kit is chosen, from £6
Suitable age range: 7+ (officially although we can take slightly younger children)
Attendees should bring: Nothing needed from attendees

Link: https://www.emfcamp.org/schedule/2024/140-madlab-soldering-workshop"
"Suitable age range: 3+
Attendees should bring: Something to cover clothes, idea

Link: https://www.emfcamp.org/schedule/2024/239-emf-rocks"
"£1 per attendee to cover the veggies
Suitable age range: (Assuming they'll have an adult to help them) 3+ (Or independently) 7+
Attendees should bring: Please bring a smartphone and install the Smartibot app so you can control your robot

Link: https://www.emfcamp.org/schedule/2024/300-botato-wars"
"Suitable age range: 7+
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/590-minecraft-social-7-12yrs-education-edition"
"Suitable age range: All ages
Attendees should bring: All materials and equipment will be provided.

Link: https://www.emfcamp.org/schedule/2024/533-draw-your-ideas-for-kids"
"Suitable age range: Aimed at adults, but supervised kids welcome.
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/665-drop-in-lan-party-eeh"
"N/A
Suitable age range: All ages
Attendees should bring: Wear clothes that you don't mind getting dirty

Link: https://www.emfcamp.org/schedule/2024/298-introduction-to-tea-pets"
"Suitable age range: All ages
Attendees should bring: if you like, bring in your badge and some computer with USB cable for badge

Link: https://www.emfcamp.org/schedule/2024/463-bmi270-sensor-the-badge-micropython-and-everything"
"20 for those that want to make their own board, free to observe
Suitable age range: 12+, younger participants welcome if they can do focused work for 2 hours at a time
Attendees should bring: no equipment needed

Link: https://www.emfcamp.org/schedule/2024/662-surface-mount-electronics-assembly-for-terrified-beginners"
"Suitable age range: 7+
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/591-minecraft-social-7-12yrs-education-edition"
"n/a
Suitable age range: all ages
Attendees should bring: none

Link: https://www.emfcamp.org/schedule/2024/88-knot-too-hard-an-introduction-to-celtic-knotwork"
"Suitable age range: Aimed at adults, but supervised kids welcome.
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/664-drop-in-lan-party-eeh"
"Suitable age range: All ages
Attendees should bring: None required.

Link: https://www.emfcamp.org/schedule/2024/589-paper-rockets-for-all"
"Suitable age range: Aimed at adults, but supervised kids welcome.
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/666-drop-in-lan-party-eeh"
"Suitable age range: Aimed at adults, but supervised kids welcome.
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/667-drop-in-lan-party-eeh"
"Donations welcome
Suitable age range: With volunteers we could have any age but age 6+ is probably best
Attendees should bring: None needed

Link: https://www.emfcamp.org/schedule/2024/515-light-up-flowers-and-insects-workshop"
"Suitable age range: Aimed at adults, but supervised kids welcome.
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/523-intro-to-roleplaying"
"Suitable age range: 12+
Attendees should bring: laptop

Link: https://www.emfcamp.org/schedule/2024/418-make-a-game-in-an-hour-or-two"
"£1 per attendee to cover the veggies
Suitable age range: (Assuming they'll have an adult to help them) 3+ (Or independently) 7+
Attendees should bring: Please bring a smartphone and install the Smartibot app so you can control your robot

Link: https://www.emfcamp.org/schedule/2024/621-botato-wars"
"Suitable age range: 5-18
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/142-painting-with-light-build-and-paint-with-your-own-glowie"
"Suitable age range: 7 to 12 though 9 to 12 is better.
Attendees should bring: Nothing

Link: https://www.emfcamp.org/schedule/2024/465-300-addressable-led-strings-with-microbits-python"
"Suitable age range: All ages
Attendees should bring: Bring anything you'd like to de-stash! Beginners and the fibre-curious are welcome to take free materials from the swap to start a project during EMF or to use in one of the beginner workshops.

Link: https://www.emfcamp.org/schedule/2024/596-sewing-and-fibrecraft-stash-swap"
"Free
Suitable age range: 5 up (choking hazard)
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/327-lego-technic-electroengineers"
"Free but you can't keep the micro:bit, sorry.
Suitable age range: 8 upwards (but younger may enjoy this with supportive adults)
Attendees should bring: Laptop with USB ports (C or A) (optional: own micro:bit V2 if you have one, servos if you want flapping)

Link: https://www.emfcamp.org/schedule/2024/491-bit-birds-build-code-micro-bit-pipecleaner-birds-as-part-of"
"Free.
Suitable age range: 5+ advisible but no hard limit.
Attendees should bring: None required.

Link: https://www.emfcamp.org/schedule/2024/28-build-and-fly-a-rocket"
"Free
Suitable age range: All ages
Attendees should bring: None needed - but you can bring your own art materials if you prefer

Link: https://www.emfcamp.org/schedule/2024/422-handmade-database"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/671-interact-with-mothers-q-g-uilt"
"Free.
Suitable age range: 5+ advisible but no hard limit.
Attendees should bring: None required.

Link: https://www.emfcamp.org/schedule/2024/635-build-and-fly-a-rocket"
"£40 for a full kit, £15 for the kit **without** the SDS011 air quality sensor.
Suitable age range: Any (with adult supervision)
Attendees should bring: A laptop and optionally a solering iron, though some will be provided.

Link: https://www.emfcamp.org/schedule/2024/212-build-your-own-sensor-community-air-quality-monitoring"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/672-interact-with-mothers-q-g-uilt"
"Suitable age range: 
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/543-karaoke-saturday-night"
"Suitable age range: 18+
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/510-queermf-after-dark"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/509-queermf-feedback-session"
"Suitable age range: 18+
Attendees should bring: If you've got it, bring homebrewed beer, cider etc. Reusable glasses would also be handy. Neither are essential.

Link: https://www.emfcamp.org/schedule/2024/487-homebrewed-beer-tasting"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/508-queermf"
"Suitable age range: All ages
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/486-brewing-your-own-beer-an-introduction-and-demonstration"
"£1
Suitable age range: All ages
Attendees should bring: Mug or flask - We'll have some mugs for sale.

Link: https://www.emfcamp.org/schedule/2024/526-morning-pop-up-cafe"
"£6 per kit, free attendance
Suitable age range: All ages, but likely to appeal more to children. They will need parental supervision.
Attendees should bring: Any junk they think could be made into a robot! Plus 4 AAA batteries if they are planning on getting a kit

Link: https://www.emfcamp.org/schedule/2024/379-hebocon-building-workshop"
"£15
Suitable age range: Aimed at adults, but supervised kids welcome.
Attendees should bring: Materials and equipment provided

Link: https://www.emfcamp.org/schedule/2024/532-tie-dyeing"
"Suitable age range: All ages
Attendees should bring: All materials and equipment will be provided.

Link: https://www.emfcamp.org/schedule/2024/534-draw-your-ideas-for-kids"
"Suitable age range: All ages
Attendees should bring: Yarn provided, but feel free to bring your own if you want a particular colour or have spare.

Link: https://www.emfcamp.org/schedule/2024/415-finger-knitting-for-kids-intro-drop-in-session"
"£10
Suitable age range: 14+
Attendees should bring: A laptop that can run Inkscape, Adobe Illustrator or similar will let you make your own designs and learn the software.

Link: https://www.emfcamp.org/schedule/2024/539-fun-with-cartesian-crafting-tools"
"Suitable age range: 12+
Attendees should bring: Laptop

Link: https://www.emfcamp.org/schedule/2024/185-humble-data-workshop"
"Suitable age range: Any
Attendees should bring: None

Link: https://www.emfcamp.org/schedule/2024/105-hackspace-foundation-meetup"
"Suitable age range: The bearing is glued in but very small so to be safe lets say 5+ (or whatever range is no longer a choking hazard)?
Attendees should bring: Clothing you don't mind getting paint and or glitter on

Link: https://www.emfcamp.org/schedule/2024/388-decorate-a-spinning-wind-turbine"
"No cost.
Suitable age range: any
Attendees should bring: A laptop

Link: https://www.emfcamp.org/schedule/2024/267-computer-font-making-workshop"
"Suitable age range: All ages
Attendees should bring: Trainers (comfortable for running in)

Link: https://www.emfcamp.org/schedule/2024/608-run-5k-emf-camp"
"£1
Suitable age range: All ages
Attendees should bring: Mug or flask - We'll have some mugs for sale.

Link: https://www.emfcamp.org/schedule/2024/524-morning-pop-up-cafe"
"Free
Suitable age range: All ages, but under 12s should have a parent or guardian present
Attendees should bring: All basic materials provided, but if you want to bring your own patterned fabric please do!

Link: https://www.emfcamp.org/schedule/2024/373-making-lightup-wearables-an-intro-to-e-textiles"
"Suitable age range: 6-12 years old
Attendees should bring: none

Link: https://www.emfcamp.org/schedule/2024/489-rocket-science-and-brain-surgery"
"Suitable age range: 12 and up
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/158-titanium-spork-workshop"
"£5 per attendee, £110 if you want to take home the radar
Suitable age range: 12 or more
Attendees should bring: Laptop (optional)

Link: https://www.emfcamp.org/schedule/2024/228-build-a-wall-penetrating-radar"
"5 pounds
Suitable age range: 6 to 106
Attendees should bring: curiosity

Link: https://www.emfcamp.org/schedule/2024/436-lets-tempeh"
"Before & after online surveys so I can assess the effects. No monetary payment required (though donations welcome).
Suitable age range: 15+ (if <18, come with responsible adult)
Attendees should bring: Bring your own full coverage sleep mask / blindfold if you can. I'll have ones you can use, but I can't resanitise them during camp.

Link: https://www.emfcamp.org/schedule/2024/564-sense-without-sight-blind-navigation-hands-on-workshop"
"Suitable age range: 8-12
Attendees should bring: Laptops

Link: https://www.emfcamp.org/schedule/2024/368-writing-stories-in-code"
"Suitable age range: 12+
Attendees should bring: Musical instrument if they want to bring their own

Link: https://www.emfcamp.org/schedule/2024/560-musical-jam-garden-2"
"Suitable age range: 5+
Attendees should bring: 

Link: https://www.emfcamp.org/schedule/2024/342-origami-boomerang-folding"
"Suitable age range: 13+
Attendees should bring: Laptop or Notepad & Pen

Link: https://www.emfcamp.org/schedule/2024/33-everyones-a-writer"
"£5
Suitable age range: 6+
Attendees should bring: All materials and equipment provided - Recommend supervision for under 10s

Link: https://www.emfcamp.org/schedule/2024/529-solargraphy"
"£40
Suitable age range: Aimed at adults, but supervised kids welcome.
Attendees should bring: All equipment provided

Link: https://www.emfcamp.org/schedule/2024/527-mini-robot-event"
"£20
Suitable age range: Aimed at adults, but supervised kids welcome.
Attendees should bring: Laptop required. If you bring your own Arduino Uno, the cost is £10 rather than £20.

Link: https://www.emfcamp.org/schedule/2024/530-arduino-workshop-intermediate"
"£5
Suitable age range: 7+
Attendees should bring: Nothing

Link: https://www.emfcamp.org/schedule/2024/272-solder-some-solar"
"£15-£50 depending on kits chosen.
Suitable age range: 12-99
Attendees should bring: None. A laptop can be brought along to explore CAD software.

Link: https://www.emfcamp.org/schedule/2024/393-laser-cut-leather"
